"Grado","Sexo","Trimestre_1","Trimestre_2","Trimestre_3","Ingreso_Familiar_Mensual","Numero_Personas_Hogar","Nivel_Educativo_Padres","Situacion_Laboral_Padres","Acceso_Internet_Casa","Tipo_Vivienda","Computadora_Casa","Dispositivos_Moviles","Numero_Dispositivos_Moviles","Numero_Hermanos","Numero_Hermanos_Estudiando","Numero_Hermanos_Trabajando","Probabilidad_Desercion"
"1","F","8.8","8.4","7.6","12694","8","Primaria","Desempleado","No","Propia","Si","No","9","5","0","1","0"
"2","M","9.1","8.3","5.1","10142","7","Universitaria","Desempleado","No","Alquilada","Si","Si","1","5","3","1","0"
"3","F","5.8","7.6","8.8","3765","9","Universitaria","Desempleado","No","Alquilada","Si","Si","1","2","4","1","1"
"1","F","7.1","5.9","9.5","17237","7","Preparatoria","Empleado","Si","Propia","Si","Si","7","1","3","4","1"
"3","M","9.6","7.9","6.8","7778","3","Secundaria","Empleado","No","Propia","No","Si","1","1","5","5","1"
"3","M","5.4","9.4","5.6","4291","7","Primaria","Empleado","Si","Propia","No","No","0","1","3","3","1"
"2","F","6.1","6.9","6.1","6866","6","Secundaria","Empleado","Si","Prestada","No","No","0","0","3","3","0"
"2","F","5","7.8","5.2","10429","5","Preparatoria","Empleado","Si","Alquilada","No","Si","0","3","4","1","0"
"2","F","9.3","7.8","9.6","12584","9","Secundaria","Desempleado","Si","Prestada","No","Si","5","4","4","2","0"
"2","F","7.1","7.2","5.4","13747","6","Primaria","Desempleado","No","Propia","Si","No","4","2","0","0","0"
"2","M","8.7","9.9","5.7","19968","2","Preparatoria","Desempleado","Si","Propia","Si","Si","6","4","5","0","1"
"2","F","6.8","7","6.3","3307","5","Primaria","Desempleado","Si","Propia","No","No","2","3","1","1","1"
"2","F","6.5","9.7","8.5","4085","4","Preparatoria","Desempleado","Si","Propia","Si","Si","4","0","4","1","0"
"2","F","8","9.2","5.6","18415","3","Universitaria","Desempleado","Si","Prestada","Si","Si","1","0","4","3","1"
"1","M","5.2","5.9","5.6","2291","9","Secundaria","Empleado","No","Propia","Si","Si","8","3","5","3","1"
"3","F","7.2","9","9.9","5686","6","Primaria","Desempleado","Si","Alquilada","Si","Si","8","5","1","2","0"
"2","M","9.1","6.1","9.5","14579","5","Primaria","Empleado","No","Alquilada","Si","Si","3","2","4","3","1"
"2","M","6.7","7.9","8.1","3642","7","Secundaria","Empleado","Si","Alquilada","No","Si","1","3","3","0","0"
"3","M","7.5","8.2","5.7","10769","5","Primaria","Empleado","No","Prestada","No","No","9","0","5","0","1"
"1","M","6.2","6.7","6.1","5909","6","Primaria","Empleado","Si","Propia","Si","No","7","5","4","3","0"
"3","M","6.7","6.3","5.9","19607","4","Primaria","Desempleado","Si","Prestada","Si","No","3","0","0","0","0"
"3","M","5.2","7.1","6.3","14268","6","Universitaria","Desempleado","No","Alquilada","Si","No","4","5","4","5","0"
"2","M","7.2","7","5.8","12844","4","Primaria","Empleado","No","Propia","No","Si","3","4","1","0","0"
"3","F","5.2","5","8.7","10638","7","Universitaria","Empleado","No","Prestada","Si","No","1","2","3","0","0"
"3","F","7.4","9.8","7.9","6373","6","Secundaria","Desempleado","Si","Propia","Si","Si","5","2","1","0","1"
"2","M","7.6","9.2","5.4","13233","5","Universitaria","Desempleado","No","Propia","Si","Si","0","0","5","4","0"
"2","F","9.3","6.4","5","19806","2","Primaria","Desempleado","No","Prestada","Si","Si","7","3","4","1","0"
"2","F","7.6","8.5","5","9558","2","Primaria","Empleado","Si","Alquilada","No","No","0","0","4","2","1"
"2","M","8.8","9.6","6.9","15271","7","Primaria","Desempleado","No","Prestada","No","Si","4","4","0","4","1"
"3","F","7.4","7.1","9.8","8745","8","Universitaria","Desempleado","Si","Prestada","Si","Si","8","3","3","2","1"
"3","M","7.3","8.1","6","8734","8","Preparatoria","Empleado","Si","Alquilada","No","Si","0","0","4","4","1"
"1","F","5.7","9.5","7.5","15860","5","Preparatoria","Empleado","No","Prestada","Si","Si","9","5","0","4","0"
"1","M","5.8","8.2","9.3","10250","2","Secundaria","Desempleado","Si","Propia","No","No","6","5","0","2","0"
"3","M","9.5","9","5.2","10650","7","Secundaria","Empleado","Si","Alquilada","Si","Si","6","2","1","1","1"
"1","F","8.6","8.8","5.5","18487","4","Secundaria","Empleado","Si","Prestada","No","No","4","4","3","3","1"
"3","F","7.9","7.2","9.2","19125","5","Primaria","Empleado","Si","Propia","Si","Si","3","0","2","4","1"
"1","M","6.8","9.2","9.4","11764","8","Preparatoria","Empleado","No","Alquilada","Si","No","8","0","5","1","0"
"2","M","6.5","5.1","6","12893","9","Preparatoria","Empleado","No","Prestada","Si","No","4","5","0","3","0"
"1","M","7.3","5.1","5.7","14842","4","Secundaria","Desempleado","Si","Alquilada","Si","No","0","5","2","2","1"
"2","F","9.3","8.7","7.8","6723","5","Preparatoria","Desempleado","No","Propia","No","No","8","5","1","4","1"
"2","F","7","7.8","5.9","13604","4","Secundaria","Desempleado","Si","Propia","No","No","4","5","0","3","0"
"2","F","8.5","9.5","8.3","7203","4","Primaria","Desempleado","No","Alquilada","No","No","8","1","5","1","0"
"2","F","8.9","5.2","7.3","4976","2","Preparatoria","Desempleado","No","Propia","No","No","7","3","3","3","1"
"1","M","8.8","8.8","9.5","9426","9","Primaria","Empleado","Si","Propia","Si","Si","9","1","2","2","0"
"3","M","9.6","5.6","9.7","10619","5","Primaria","Desempleado","Si","Alquilada","No","Si","6","2","3","3","1"
"2","M","5.5","8.5","6.6","16702","6","Preparatoria","Desempleado","Si","Alquilada","No","No","5","3","2","0","1"
"1","M","5.4","7.8","8.1","8486","2","Universitaria","Empleado","Si","Prestada","No","No","8","4","1","4","1"
"2","F","6.3","8.6","6","8490","4","Secundaria","Desempleado","No","Prestada","No","No","3","3","0","1","0"
"1","M","9.4","9.8","8.3","16114","4","Preparatoria","Desempleado","Si","Alquilada","Si","Si","4","5","0","5","0"
"1","M","9.1","8.5","7.3","7973","8","Primaria","Desempleado","No","Propia","Si","Si","0","0","1","1","0"
"1","F","9.9","7.2","5.4","15447","6","Secundaria","Desempleado","No","Propia","No","Si","6","0","5","4","1"
"3","F","5.3","9.4","7.8","17858","8","Primaria","Empleado","Si","Alquilada","No","No","5","0","5","4","1"
"1","M","5.7","6.5","9.7","15171","6","Secundaria","Empleado","No","Alquilada","Si","No","6","3","4","0","1"
"1","F","7.3","9.7","9.7","18317","4","Preparatoria","Empleado","Si","Alquilada","Si","No","0","0","2","0","1"
"3","M","6","8","8.3","7521","6","Primaria","Empleado","Si","Propia","No","Si","6","0","5","1","1"
"3","F","6.6","8.3","6.5","14891","9","Secundaria","Desempleado","No","Prestada","No","No","6","5","5","5","1"
"1","F","9.9","9.9","7.4","18795","3","Secundaria","Desempleado","Si","Prestada","No","No","7","1","2","3","1"
"3","M","7","5","8.6","12687","8","Preparatoria","Desempleado","Si","Propia","No","No","1","0","4","5","1"
"2","F","7.5","6.7","5.7","2246","8","Secundaria","Desempleado","Si","Prestada","Si","Si","0","1","1","4","0"
"2","M","9.2","8.9","7.8","13009","2","Secundaria","Desempleado","No","Alquilada","Si","No","0","2","3","0","1"
"3","F","9.7","9.2","9.5","4171","9","Primaria","Desempleado","No","Alquilada","Si","No","7","3","3","0","1"
"3","F","9.3","6.4","7.4","13523","5","Preparatoria","Desempleado","Si","Propia","Si","Si","6","1","1","0","1"
"1","F","9.4","9.7","9.1","17528","8","Preparatoria","Empleado","Si","Propia","Si","Si","8","5","3","3","0"
"3","F","7.6","9.8","7.2","17276","6","Primaria","Empleado","No","Alquilada","Si","Si","1","3","1","1","0"
"1","F","6.5","6.6","8.3","9457","6","Universitaria","Empleado","No","Alquilada","No","Si","3","3","2","5","1"
"2","M","7.5","9.3","5.2","4060","3","Primaria","Empleado","Si","Propia","Si","No","7","4","2","1","0"
"3","F","8.2","5.9","7.9","5334","5","Primaria","Empleado","No","Propia","No","No","5","1","4","0","1"
"1","M","8","6.9","9.9","15087","3","Universitaria","Empleado","Si","Alquilada","Si","No","1","0","5","3","0"
"1","F","9.7","5.5","8.3","2944","5","Secundaria","Empleado","Si","Alquilada","No","Si","9","5","1","3","0"
"2","M","9.6","5.7","8.1","7361","8","Preparatoria","Desempleado","Si","Prestada","Si","Si","1","5","5","1","1"
"3","F","5.5","9.4","7.8","16638","8","Preparatoria","Desempleado","No","Prestada","Si","Si","6","4","3","4","0"
"2","M","9.3","8.3","5.8","7284","2","Universitaria","Desempleado","No","Alquilada","No","Si","8","1","1","0","1"
"1","M","5.7","8.1","5.1","11244","6","Preparatoria","Desempleado","No","Propia","No","No","7","5","0","3","1"
"1","F","5.6","9.1","8.8","12916","2","Universitaria","Empleado","Si","Prestada","No","No","1","1","4","4","0"
"3","F","8.3","5.3","5.6","11509","5","Secundaria","Empleado","No","Prestada","No","Si","2","2","0","2","0"
"1","F","9.3","9.3","9.5","14764","6","Universitaria","Empleado","No","Alquilada","Si","No","7","0","4","5","1"
"3","M","6.3","9.9","5.4","16891","8","Preparatoria","Empleado","Si","Propia","Si","No","3","2","4","0","1"
"2","M","6.5","8.8","5.7","16003","3","Preparatoria","Desempleado","No","Propia","Si","Si","5","3","4","5","1"
"3","F","9.2","6.9","8.1","11866","8","Universitaria","Desempleado","Si","Alquilada","Si","No","1","0","0","2","1"
"3","F","5.8","7.3","6.7","2333","8","Preparatoria","Desempleado","Si","Propia","Si","No","0","2","4","1","0"
"1","M","5.9","7.3","8.7","11456","4","Universitaria","Desempleado","No","Alquilada","No","No","5","2","1","1","0"
"1","M","6.6","7.5","9.5","13369","3","Preparatoria","Empleado","No","Propia","Si","Si","7","0","1","5","1"
"3","F","6.1","7.4","6.7","15218","4","Primaria","Empleado","Si","Alquilada","Si","Si","4","1","0","1","1"
"1","M","5.5","8.5","9.8","6656","9","Secundaria","Desempleado","No","Propia","No","Si","0","3","2","5","1"
"1","F","6.8","5.6","9","14410","9","Preparatoria","Desempleado","No","Alquilada","Si","Si","9","4","2","3","1"
"1","F","9.2","5.9","9.4","4665","3","Preparatoria","Desempleado","No","Alquilada","No","No","1","5","0","3","1"
"3","F","9","9.6","6.5","9131","5","Preparatoria","Desempleado","Si","Propia","Si","Si","2","4","4","4","1"
"1","M","7.8","6.1","7","6935","2","Universitaria","Desempleado","Si","Alquilada","Si","No","1","4","4","2","1"
"3","M","5.5","5","5.9","2415","9","Preparatoria","Desempleado","No","Prestada","Si","No","8","3","4","1","0"
"1","M","7.4","9.9","9.1","2707","4","Universitaria","Empleado","Si","Propia","No","Si","9","0","0","1","0"
"2","M","7.3","7.4","5.3","4684","5","Preparatoria","Empleado","No","Alquilada","No","Si","1","0","4","3","1"
"1","F","7.4","6.5","9.3","9494","2","Primaria","Desempleado","No","Propia","No","Si","2","0","1","3","0"
"1","M","6.5","5.4","5.7","8180","2","Primaria","Empleado","No","Propia","Si","Si","8","4","4","3","1"
"3","F","6.5","6.8","9.6","16011","6","Secundaria","Empleado","No","Alquilada","No","No","2","1","0","0","0"
"3","F","5.5","5.3","6.8","4559","8","Universitaria","Empleado","Si","Prestada","Si","No","7","2","4","2","1"
"1","F","8.6","5.5","9.6","10137","6","Secundaria","Desempleado","No","Propia","Si","No","7","4","1","2","1"
"2","M","7","7.5","8.9","5971","8","Preparatoria","Empleado","Si","Prestada","No","Si","2","3","5","0","1"
"1","F","5.3","9.8","8.9","4957","6","Preparatoria","Empleado","Si","Prestada","No","Si","9","0","0","1","0"
"1","F","8.3","8.8","5.8","12093","4","Primaria","Empleado","No","Alquilada","No","Si","9","2","2","5","0"
"2","M","7.7","8.8","7.9","14951","4","Secundaria","Empleado","No","Alquilada","Si","Si","2","0","0","5","0"
"3","F","8.7","5.8","6.6","2026","8","Preparatoria","Empleado","Si","Propia","No","No","7","0","3","4","1"
"1","M","9","9.4","8.9","4583","9","Preparatoria","Empleado","No","Alquilada","Si","Si","2","0","2","4","0"
"3","M","7.7","6.3","9.3","5055","2","Universitaria","Empleado","No","Propia","Si","No","3","5","2","1","1"
"3","M","6.6","9.7","6.4","8801","4","Preparatoria","Desempleado","Si","Propia","No","No","4","1","0","4","1"
"2","F","6.3","5.8","5.3","3658","2","Secundaria","Empleado","Si","Prestada","Si","No","6","2","3","3","1"
"2","M","5.6","6.4","5.5","5951","5","Primaria","Empleado","Si","Alquilada","No","Si","0","4","2","2","0"
"3","M","7.1","8.6","6.5","9299","3","Primaria","Empleado","No","Alquilada","Si","Si","7","1","5","5","0"
"1","M","5","9.9","7.5","11933","2","Preparatoria","Desempleado","No","Propia","Si","No","2","5","4","3","0"
"3","M","7.8","6.9","8.6","14279","2","Preparatoria","Empleado","Si","Prestada","Si","Si","6","3","3","4","0"
"1","F","8","5.7","7.2","6137","5","Preparatoria","Desempleado","Si","Alquilada","No","Si","9","5","3","4","0"
"1","M","7.9","8.1","6.2","13423","8","Universitaria","Empleado","No","Prestada","Si","Si","2","3","5","2","0"
"2","F","6.4","9.6","9.6","3714","6","Preparatoria","Desempleado","Si","Prestada","Si","No","8","5","5","5","1"
"1","M","6.7","7","6.6","13388","7","Preparatoria","Desempleado","Si","Propia","Si","No","9","4","0","3","1"
"1","F","8.4","9","7.6","5347","9","Universitaria","Desempleado","No","Alquilada","No","No","4","2","0","2","0"
"3","M","9.9","6.8","7.1","3986","8","Secundaria","Empleado","Si","Alquilada","Si","No","2","4","0","5","1"
"2","F","7.9","7.8","8.6","5544","6","Universitaria","Desempleado","No","Alquilada","Si","No","2","1","3","4","1"
"1","M","8.3","8","6.8","19085","6","Primaria","Empleado","Si","Prestada","No","Si","3","2","1","5","1"
"1","F","9.1","5.5","8.8","11646","9","Universitaria","Empleado","No","Alquilada","Si","Si","4","3","0","2","0"
"2","F","6","5.3","8.4","5786","8","Universitaria","Empleado","No","Propia","No","No","4","2","1","2","0"
"3","F","7.6","9.2","6.2","16415","8","Secundaria","Desempleado","Si","Prestada","No","No","7","2","2","4","0"
"2","M","7.3","7.8","6.3","16284","9","Secundaria","Empleado","Si","Alquilada","No","No","9","2","4","2","1"
"2","F","8.4","9.1","9.7","8659","2","Preparatoria","Desempleado","Si","Prestada","Si","No","5","4","5","3","0"
"1","F","8.8","5.2","8","5044","2","Universitaria","Empleado","No","Prestada","Si","Si","4","0","4","4","1"
"1","F","5.7","5","9.4","5883","4","Secundaria","Empleado","Si","Prestada","Si","No","1","1","1","2","0"
"3","F","6.7","9.3","5.1","17351","4","Primaria","Empleado","No","Propia","Si","Si","4","2","5","1","1"
"1","M","6.2","6.4","9.5","17762","3","Preparatoria","Empleado","Si","Alquilada","Si","No","6","2","3","3","0"
"1","F","9.4","9.6","8.8","5371","3","Universitaria","Empleado","No","Alquilada","Si","Si","2","4","4","3","1"
"2","F","7.3","7","8.6","10527","7","Primaria","Empleado","Si","Prestada","No","Si","6","1","1","3","1"
"1","F","7.2","9.5","6.3","12116","8","Secundaria","Empleado","No","Alquilada","No","Si","0","1","0","5","1"
"3","M","6.1","8","5.8","4788","4","Preparatoria","Desempleado","No","Prestada","No","No","5","3","1","0","0"
"2","F","9.8","5.6","5.9","6125","8","Primaria","Empleado","No","Prestada","Si","No","0","1","2","4","0"
"3","F","7.9","6.6","5.6","5606","2","Universitaria","Empleado","No","Prestada","No","No","6","1","5","0","1"
"2","F","8","6.8","7.7","19924","5","Primaria","Desempleado","No","Propia","No","No","5","2","1","2","0"
"1","F","7.7","8.8","9.5","10766","4","Preparatoria","Desempleado","No","Alquilada","Si","Si","9","0","0","4","0"
"2","M","7.1","5.2","7.4","2220","2","Universitaria","Desempleado","Si","Prestada","Si","No","0","2","1","5","0"
"2","F","9.3","7.9","9.5","12205","8","Universitaria","Empleado","No","Alquilada","No","No","8","5","0","3","0"
"1","F","7.7","8.4","7.7","12833","9","Primaria","Desempleado","Si","Propia","No","No","4","4","5","3","1"
"1","M","6.2","7.8","5.1","2753","4","Preparatoria","Empleado","Si","Propia","Si","No","6","1","0","5","1"
"3","M","7.4","9.9","6.6","15875","6","Universitaria","Desempleado","Si","Prestada","No","No","0","0","2","3","1"
"3","M","9.3","6.3","5.3","9488","4","Preparatoria","Empleado","Si","Propia","No","Si","7","2","2","3","1"
"1","F","9.5","8.4","6.2","9206","8","Secundaria","Desempleado","Si","Propia","Si","Si","7","5","4","2","1"
"1","M","5.6","7.7","6.7","11680","8","Primaria","Empleado","Si","Propia","No","Si","8","3","0","1","1"
"1","F","9.4","7.9","5.2","9938","7","Preparatoria","Empleado","Si","Propia","Si","No","1","4","0","5","1"
"2","M","5.5","7.5","8.6","7958","8","Secundaria","Empleado","No","Propia","Si","No","5","5","0","4","0"
"2","F","7.3","5.6","8.2","17770","6","Secundaria","Desempleado","Si","Propia","No","Si","9","4","4","1","1"
"2","M","6.8","8.8","9","8635","2","Preparatoria","Desempleado","Si","Alquilada","No","No","4","5","3","5","1"
"1","F","6.8","8","7.3","10629","6","Preparatoria","Desempleado","No","Propia","Si","Si","5","4","2","4","1"
"3","M","8.5","5.4","5.7","19166","4","Primaria","Desempleado","No","Alquilada","Si","Si","4","2","2","5","0"
"1","F","5.8","8.4","8.4","14869","9","Primaria","Desempleado","Si","Prestada","No","Si","0","0","0","3","0"
"2","F","9.7","9.9","5.1","18603","6","Universitaria","Empleado","No","Propia","Si","Si","1","0","4","5","1"
"2","F","8.5","9.6","8.2","11219","7","Primaria","Desempleado","Si","Propia","No","Si","2","1","0","0","1"
"1","F","8.7","6.3","6.1","10029","5","Preparatoria","Empleado","No","Alquilada","No","No","6","0","2","2","0"
"1","F","8.9","8.5","7.1","18272","6","Universitaria","Empleado","Si","Propia","Si","No","9","3","5","4","0"
"2","F","7.8","7.6","6.2","18673","8","Secundaria","Empleado","No","Alquilada","No","No","8","5","4","3","1"
"2","F","7.3","7.3","5.9","18763","7","Secundaria","Empleado","Si","Alquilada","No","No","1","4","1","0","1"
"2","F","9.7","8.9","6.6","14165","6","Preparatoria","Desempleado","No","Propia","Si","Si","9","2","2","3","1"
"1","M","5.4","7.8","9.2","13043","3","Universitaria","Desempleado","Si","Prestada","No","Si","0","4","1","2","1"
"2","F","9.1","9.4","5.4","11570","5","Universitaria","Desempleado","No","Prestada","Si","Si","0","4","3","0","1"
"2","F","9.4","7.1","5.8","8886","2","Primaria","Desempleado","No","Prestada","Si","Si","3","3","1","5","1"
"3","M","7.5","5.7","6.2","3958","8","Secundaria","Desempleado","No","Alquilada","No","No","8","5","4","4","1"
"1","F","6.3","6.4","7.2","12319","7","Secundaria","Desempleado","No","Alquilada","Si","Si","3","4","1","5","0"
"3","M","8.8","9.8","7.9","4183","6","Primaria","Empleado","No","Propia","Si","Si","2","4","3","4","1"
"3","F","7.8","5.4","9.2","5774","9","Secundaria","Desempleado","Si","Alquilada","No","Si","9","3","2","5","0"
"2","M","5.5","5.3","5.3","16272","5","Primaria","Empleado","Si","Prestada","No","No","7","3","3","4","0"
"1","M","5.6","6","7","2777","2","Secundaria","Empleado","Si","Propia","No","Si","8","0","4","4","0"
"2","F","8.6","6.7","9.2","4566","5","Secundaria","Empleado","No","Prestada","No","Si","4","5","5","0","1"
"1","M","6.7","9.1","5.8","12095","7","Secundaria","Empleado","No","Propia","Si","Si","1","4","5","2","0"
"3","F","7.2","9.8","5.6","12953","3","Primaria","Desempleado","No","Prestada","Si","No","3","5","1","0","0"
"1","F","9.3","7.9","6.5","9404","7","Secundaria","Desempleado","Si","Propia","Si","No","9","1","1","4","1"
"2","F","8.7","6.4","7.2","2078","7","Secundaria","Empleado","Si","Prestada","No","Si","7","1","4","2","1"
"2","F","5","5.5","7.2","3581","9","Universitaria","Desempleado","Si","Alquilada","Si","No","1","1","0","1","1"
"2","M","5.3","6.5","8","16066","2","Secundaria","Empleado","No","Prestada","No","No","8","5","4","1","1"
"1","F","9.3","9.6","5.4","9967","9","Preparatoria","Empleado","No","Propia","No","Si","4","3","4","5","1"
"3","M","9.6","8.9","5.5","9839","9","Secundaria","Empleado","No","Prestada","No","No","6","4","3","0","1"
"3","M","8.4","5.8","5","4162","2","Secundaria","Empleado","Si","Alquilada","Si","No","4","0","3","4","1"
"1","F","7.2","9.2","9.7","19869","6","Universitaria","Desempleado","No","Propia","Si","Si","2","4","4","5","1"
"2","F","7.6","8.3","7.7","15913","4","Universitaria","Empleado","No","Alquilada","No","Si","1","1","2","1","1"
"3","F","7.5","7.6","6.7","2964","7","Primaria","Desempleado","No","Prestada","No","No","2","5","1","1","1"
"2","F","5.7","6.2","7.3","12739","2","Primaria","Empleado","Si","Propia","No","Si","1","2","4","3","0"
"1","M","9.2","8.5","6.2","4673","9","Preparatoria","Desempleado","Si","Prestada","No","No","1","5","0","3","1"
"2","F","6.5","7.6","8.2","7293","7","Universitaria","Desempleado","Si","Propia","Si","Si","1","1","1","5","0"
"3","M","9","5.8","5.9","3718","7","Primaria","Desempleado","No","Alquilada","Si","No","1","5","2","5","0"
"3","F","5.2","5.4","5.6","12624","9","Primaria","Empleado","No","Alquilada","No","Si","7","5","4","2","1"
"2","F","8.1","7.1","8.6","3228","2","Primaria","Empleado","Si","Alquilada","Si","No","4","5","5","2","1"
"1","F","5.4","8","8.1","12602","3","Universitaria","Desempleado","No","Prestada","No","No","8","3","2","4","1"
"2","F","6.9","5.2","9.4","3840","3","Universitaria","Desempleado","No","Propia","No","No","4","4","5","1","1"
"1","M","6.3","7.9","7.1","18881","7","Preparatoria","Empleado","No","Alquilada","No","No","0","3","1","0","0"
"2","M","8.1","7","6.5","18920","3","Universitaria","Desempleado","Si","Prestada","No","No","7","5","0","0","1"
"3","F","7.5","8.4","7.3","9124","7","Universitaria","Desempleado","Si","Prestada","Si","No","2","0","1","3","0"
"1","M","9.6","5.5","6.3","11356","9","Universitaria","Desempleado","Si","Propia","No","No","9","4","5","2","0"
"1","M","5.5","7.7","6","9587","6","Preparatoria","Empleado","No","Alquilada","Si","No","9","4","5","4","1"
"1","F","8.5","8.1","6.8","5527","2","Secundaria","Empleado","Si","Prestada","No","Si","1","4","1","3","1"
"3","F","8.9","9.1","7.2","2299","7","Secundaria","Empleado","Si","Alquilada","No","No","5","2","5","3","0"
"2","M","5.4","8.6","8.3","14590","3","Primaria","Empleado","Si","Propia","Si","Si","3","4","4","4","1"
"3","M","6.2","7.4","8.9","5963","3","Secundaria","Empleado","Si","Alquilada","Si","Si","3","2","1","4","1"
"1","M","8.1","8.1","6.2","6687","5","Secundaria","Empleado","Si","Alquilada","Si","No","8","4","4","5","1"
"2","M","6.5","8.4","8.8","6171","5","Preparatoria","Desempleado","No","Prestada","No","Si","9","5","4","1","1"
"3","F","5","7.1","9.3","15067","8","Preparatoria","Desempleado","No","Prestada","No","Si","7","1","5","4","1"
"1","F","6.2","7.3","7.7","5695","3","Secundaria","Desempleado","No","Propia","Si","Si","2","0","5","4","1"
"1","M","6","8.8","8.9","11112","8","Secundaria","Desempleado","No","Propia","Si","Si","8","4","2","3","1"
"3","F","5.7","7.9","6.5","9242","8","Secundaria","Desempleado","No","Propia","No","Si","0","3","5","3","0"
"3","M","7.4","9.9","9.9","11941","8","Primaria","Desempleado","No","Prestada","No","Si","6","1","0","0","1"
"3","M","8.9","8.1","7.7","4700","6","Preparatoria","Empleado","Si","Propia","Si","No","6","3","4","5","0"
"1","F","8.1","8","5.3","19389","4","Secundaria","Desempleado","No","Propia","Si","No","1","3","3","0","0"
"3","M","7.3","7.2","7.7","15339","7","Universitaria","Desempleado","No","Prestada","No","Si","6","2","5","0","1"
"1","M","7.7","8.9","6.1","17834","5","Secundaria","Empleado","No","Propia","No","No","6","0","5","4","1"
"3","F","6.3","8.2","6.5","13084","7","Universitaria","Empleado","No","Prestada","No","Si","8","3","2","1","1"
"1","F","9.4","7.4","9.8","5162","5","Primaria","Desempleado","No","Propia","No","Si","5","1","4","3","0"
"1","M","5.2","8.5","8.5","10306","2","Universitaria","Desempleado","No","Prestada","No","Si","9","0","4","2","0"
"2","M","8.5","7.3","6.9","15137","2","Preparatoria","Desempleado","No","Alquilada","Si","No","9","1","2","1","1"
"3","F","7.6","8","7.5","4137","3","Primaria","Empleado","No","Prestada","No","No","8","3","1","5","1"
"3","M","6.9","8.8","7.5","18414","2","Primaria","Empleado","Si","Prestada","Si","No","2","0","4","2","1"
"1","M","9.6","9.5","7.1","7948","9","Secundaria","Empleado","No","Prestada","No","Si","7","4","0","5","1"
"1","F","6.4","6.2","5.8","16693","2","Primaria","Empleado","No","Propia","No","No","3","3","4","4","0"
"1","F","7.6","5.9","5.4","18099","4","Primaria","Desempleado","No","Prestada","No","No","0","3","2","5","0"
"2","F","9.4","7.2","6.6","18210","8","Universitaria","Desempleado","No","Prestada","No","Si","6","5","3","2","0"
"2","F","9","6.7","9.8","5569","6","Secundaria","Desempleado","No","Propia","Si","No","2","5","2","5","0"
"1","F","7.7","8.1","8.3","14977","3","Preparatoria","Empleado","Si","Alquilada","No","No","3","2","2","5","0"
"3","F","7.4","8.2","5.1","13620","4","Secundaria","Empleado","Si","Prestada","No","No","2","1","0","0","1"
"3","M","9.1","8.5","5.6","2456","9","Preparatoria","Desempleado","Si","Propia","No","No","5","4","1","5","0"
"2","M","9.3","7.7","8.5","18832","3","Universitaria","Desempleado","Si","Alquilada","Si","Si","9","0","0","3","1"
"2","F","9.5","6.5","6.2","2067","6","Primaria","Desempleado","Si","Prestada","No","Si","0","3","0","1","0"
"1","F","8.2","6.5","6.9","3862","3","Primaria","Empleado","No","Alquilada","No","Si","9","3","4","0","0"
"3","M","9.5","6.7","7.9","14754","7","Secundaria","Desempleado","Si","Prestada","Si","Si","6","4","3","3","1"
"1","M","6.3","5.7","7.9","13623","7","Secundaria","Empleado","Si","Prestada","No","Si","9","3","2","5","0"
"2","M","5.7","9.1","6","9554","7","Secundaria","Desempleado","Si","Alquilada","Si","Si","7","1","0","0","1"
"3","F","9.7","6.5","8","10319","2","Primaria","Desempleado","Si","Alquilada","Si","No","2","0","0","1","1"
"3","F","6.3","6","5.2","7895","6","Primaria","Empleado","No","Alquilada","No","Si","8","4","5","4","1"
"2","M","5","5.5","5.1","15020","4","Universitaria","Empleado","No","Prestada","No","Si","1","4","1","2","1"
"1","F","6.5","5","9.7","14202","4","Preparatoria","Empleado","Si","Prestada","Si","No","9","5","1","4","0"
"1","F","6.7","6.1","5.2","7515","9","Secundaria","Desempleado","No","Propia","No","No","9","2","5","5","0"
"3","F","5.6","8.7","6.4","2367","5","Primaria","Empleado","No","Propia","No","Si","8","0","3","5","1"
"2","M","6.4","7.7","6.6","17640","4","Preparatoria","Desempleado","No","Propia","Si","No","4","4","2","2","1"
"3","M","7.3","9.4","9.7","17461","8","Secundaria","Empleado","No","Prestada","Si","No","5","3","0","2","0"
"2","F","9.8","6.6","5.6","16897","7","Secundaria","Desempleado","Si","Alquilada","No","Si","1","5","4","5","0"
"1","F","6.2","5","9.7","2058","8","Preparatoria","Empleado","No","Propia","No","No","4","0","5","1","1"
"2","F","5.8","8.1","5.4","10294","9","Preparatoria","Empleado","No","Prestada","No","No","5","1","1","1","1"
"1","F","6.4","5.7","8.3","6507","8","Preparatoria","Desempleado","Si","Alquilada","No","Si","4","4","0","4","1"
"2","F","8.4","8.9","8.2","19169","7","Primaria","Empleado","Si","Propia","Si","Si","3","1","4","3","1"
"3","M","7.3","9.2","9.4","16752","5","Universitaria","Desempleado","No","Alquilada","No","No","7","4","0","3","0"
"1","F","8.2","9.5","6.5","17475","2","Secundaria","Desempleado","Si","Alquilada","No","No","1","3","3","4","1"
"3","F","6.5","7.3","8.6","14137","4","Secundaria","Desempleado","Si","Propia","No","Si","0","2","5","2","0"
"3","F","5.7","5.9","5.2","16334","6","Preparatoria","Empleado","Si","Propia","Si","Si","1","3","3","1","1"
"1","M","7.8","9.6","9.6","17114","5","Primaria","Desempleado","Si","Prestada","Si","No","3","1","4","4","1"
